alloy	mixture as of metals; something added that lowers in value or purity; V: mix; make less pure; lower in value or quality; spoil; CF. unalloyed: not in mixture with other maetals; pure; complete; unqualified; Ex. unalloyed happiness	Barron4841
allude	refer indirectly; N. allusion: indirect reference	Barron4841
allure	entice; attract; tempt	Barron4841
siren	apparatus for making sounds; womanlike creature	Barron4841
alluvial	pertaining to soil deposits left by running water	Barron4841
aloof	apart; not open in one'relationship with other people; reserved; ADV.	Barron4841
aloft	upward; high up in the air	Barron4841
altercation	noisy quarrel	Barron4841
altruistic	unselfishly generous; concerned for others; N. altiruism: unselfish concern for the welfare of others; unselfishness; OP. egoism	Barron4841
amalgamate	  (of societies or groups) combine; unite in one body	Barron4841
amalgam	combination of different things; mixture of metals   (containing mercury) used for filling holes in teeth	Barron4841
amass	collect   (gradually, in a very large amount)	Barron4841
amazon	female warrior	Barron4841
ambidextrous	capable of using either hand with equal ease	Barron4841
ambience	environment; atmosphere; Ex. restraurant with a pleasant ambience; ADJ. ambient: completely surrounding; Ex. ambient temperature	Barron4841
ambiguous	unclear or doubtful in meaning; having more than one possible interpretation	Barron4841
ambivalence	the state of having contradictory or conflicting emotional attitudes or opinions	Barron4841
amble	walking at an easy unhurried pace; V: walk slowly and aimlessly	Barron4841
ambrosia	food of the gods	Barron4841
nectar	drink of the gods; sweet liquid collected by bees	Barron4841
ambulatory	able to walk	Barron4841
ameliorate	improve	Barron4841
amenable	obedient; compliant; readily managed; responsive; willing to be led; answerable or accountable legally; responsible; able to be tested by; Ex. amenable to sensible suggestions; Ex. He is very amenable; Ex. amenable to the usual tests	Barron4841
amend	correct; change ; generally for the better	Barron4841
amenities	convenient features that helps to make life pleasant; social courtesies	Barron4841
amiable	agreeable; lovable; warmly friendly	Barron4841
amicable	peaceful; politely friendly; not quarrelsome; Ex. amicable settlement	Barron4841
amiss	wrong; faulty; Ex. something amiss; ADV.	Barron4841
amity	friendship; peaceful relationship as between nations	Barron4841
amnesia	loss of memory	Barron4841
amnesty	pardon   (allowed by government to political criminals)	Barron4841
amoral	nonmoral; having no understanding of right and wrong	Barron4841
amorous	moved by sexual love; loving; of sexual love; Ex. amorous advances	Barron4841
amorphous	formless; lacking shape or definition	Barron4841
amphibian	able to live both on land and in water; N.	Barron4841
amphitheater	oval building with tiers of seats; CF. arena	Barron4841
ample	enough; abundant; spacious; large in size; Ex. ample opportunity/garden; N. amplitude: quality of being ample; abundance; largeness of space	Barron4841
amplify	increase in size or effect; expand; broaden or clarify by expanding; intensify; make stronger; Ex. amplify one'remarks with a graph	Barron4841
amputate	cut off part of body; prune   (a limb)	Barron4841
amok  (amuck)	in a state of rage; Ex. run amok	Barron4841
amulet	charm; talisman; an object worn believed to protect against evil, bad luck	Barron4841
anachronism	error involving time in a story; something or someone misplaced in time; ADJ. anachronistic	Barron4841
analgesic	causing insensitivity to pain; N.	Barron4841
analgesia	condition of being unable to feel pain	Barron4841
analogous	comparable; similar	Barron4841
analogy	similarity; parallelism; comparing two similar things	Barron4841
anarchist	person who seeks to overturn the established government; advocate of abolishing authority	Barron4841
anarchy	absence of governing body; state of disorder	Barron4841
anathema	solemn curse; someone or something regarded as a curse; V. anathematize	Barron4841
ancestry	family descent; ADJ. ancestral	Barron4841
anchor	secure or fasten firmly; be fixed in place; N. anchorage	Barron4841
ancillary	serving as an aid or accessory; auxiliary; N.	Barron4841
anecdote	short story of an amusing or interesting event	Barron4841
anemia	condition in which blood lacks red corpuscles; ADJ. anemic	Barron4841
anesthetic	substance that removes sensation with or without loss of consciousness; N. anesthesia	Barron4841
anguish	acute pain; extreme suffering	Barron4841
angular	sharp-cornered; having an angle; not rounded   (body); bony; lean; gaunt; stiff in manner	Barron4841
animadversion	critical remark; V. animadvert: comment critically with disapproval	Barron4841
animated	lively; spirited	Barron4841
animosity	active enmity	Barron4841
animus	hostile feeling or intent; animosity; hostility; disposition	Barron4841
annals	records arranged in yearly parts; history	Barron4841
anneal	reduce brittleness and improve toughness by heating and cooling   (metal or glass)	Barron4841
annex	attach; add to a large thing; take possession of; incorporate   (territory) into a larger existing political unit   (by force); N: building added to a large one	Barron4841
annihilate	destroy	Barron4841
annotate	comment; make explanatory notes	Barron4841
annuity	yearly allowance	Barron4841
annul	make void	Barron4841
elope	run away secretly with the intention of getting married	Barron4841
anodyne	drug that relieves pain or trouble; ÁøÅëÁ¦; opiate; ADJ. Ex. anodyne statement	Barron4841
anoint	consecrate; put oil on   (in a religious ceremony)	Barron4841
anomalous	abnormal; irregular	Barron4841
anomaly	irregularity	Barron4841
anonymity	state of being nameless; anonymousness; ADJ. anonymous	Barron4841
antagonism	hostility; active opposition; V. antagonize: cause to become an enemy; N. antagonist: person who is opposed to another; opponent; adversary; principal character in oppostion to the protagonist	Barron4841
protagonist	leader or noticeable supporter of an idea; chief character in a play or story	Barron4841
antecede	precede	Barron4841
antecedents	preceding events that influence what comes later; ancestors or early background	Barron4841
antediluvian	antiquated; extremely ancient	Barron4841
anthem	song of praise or patriotism; Ex. national anthem	Barron4841
anthology	book of literary selections by various authors; CF. omnibus	Barron4841
anthropoid	manlike; resembling a human being; N.	Barron4841
anthropologist	student of the history and science of humankind	Barron4841
anthropomorphic	having human form or characteristics	Barron4841
anticlimax	letdown in thought or emotion; something unexciting, ordinary, or disappointing coming after something important or exciting	Barron4841
antidote	remedy to counteract a poison or disease; Ex. antidote to the economic troubles	Barron4841
antipathy	aversion; dislike or opposition	Barron4841
antiquated	obsolete; old-fashioned; outdated	Barron4841
antique	made in an earlier period and usu. valuable; N: object that was made in an earlier period and that is rare or valuable	Barron4841
antiquity	quality of being very old; ancient times; °í´ë	Barron4841
antiseptic	substance that prevents infection in a wound; ADJ.	Barron4841
antithesis	contrast; direct opposite of or to; ADJ. antithetic or antithetical	Barron4841
antler	bony growth on the head of a deer	Barron4841
anvil	iron block used in hammering out metals	Barron4841
apathy	lack of caring; indifference; lack of concern or interest in important matters; Ex. He was sunk in apathy after his failure; ADJ. apathetic	Barron4841
ape	imitate or mimic   (a person'behavior or manner)	Barron4841
aperture	opening; hole; adjustable opening in a camera that limits the amount of light	Barron4841
apex	tip; summit; climax; highest point	Barron4841
aphasia	loss of speech due to injury or illness	Barron4841
aphorism	pithy maxim or saying; ADJ. aphoristic	Barron4841
apiary	a place where bees are kept	Barron4841
hive	box for bees; V: cause to go in a hive	Barron4841
apiculture	bee-keeping	Barron4841
apiarist	person who keeps bees	Barron4841
aplomb	poise; composure in difficult situations; assurance; self-confidence	Barron4841
poise	good judgment with composure; balance; V: place in a carefully balanced position	Barron4841
apocalyptic	prophetic; pertaining to revelations especially of disaster; N. apocalypse	Barron4841
apocryphal	  (of a story) widely believed but untrue	Barron4841
apogee	highest point; the point farthest from the earth; OP. perigee	Barron4841
apolitical	having an aversion or lack of concern for political affairs	Barron4841
apologist	one who writes in defense of a cause or institution; N. apologia	Barron4841
apoplexy	stroke; loss of consciousness caused by too much blood in the brain	Barron4841
apostate	one who abandons his religious faith or political beliefs; N. apostasy	Barron4841
apothecary	druggist; pharmacist	Barron4841
apothegm  (apophthegm)	pithy, compact saying	Barron4841
apotheosis	elevation to godhood; an ideal example of something	Barron4841
appall	dismay; shock deeply	Barron4841
apparition	ghost; phantom	Barron4841
appease	pacify or soothe; Ex. appease a crying baby; N. appeasement	Barron4841
appellation	name; title	Barron4841
append	attach	Barron4841
application	diligent attention; diligence; V. apply oneself	Barron4841
apposite	appropriate; fitting	Barron4841
appraise	estimate value of; N. appraisal	Barron4841
appreciate	be thankful for; increase in worth; be thoroughly conscious of; ADJ. appreciable: enough to be felt; Ex. appreciable difference	Barron4841
apprehend	arrest   (a criminal); dread; perceive; N. apprehension	Barron4841
apprehensive	fearful; discerning	Barron4841
apprise	inform	Barron4841
approbation	approval	Barron4841
appropriate	acquire; take possession of for one'own use without permission; set aside for a particular purpose; allocate; CF. misappropriate	Barron4841
appurtenances	subordinate possessions; something added to a more important thing	Barron4841
apropos	with reference to; regarding; Ex. remarks apropos   (of) the present situation; ADJ. ADV.	Barron4841
aptitude	fitness; talent	Barron4841
aquiline	curved; hooked; of or like an eagle; Ex. aquiline nose	Barron4841
arable	fit for growing crops; Ex. arable land	Barron4841
arbiter	person with power to decide a matter in dispute; judge who is in a position ot make influential judgments; Ex. supreme arbiter of fashion in beachware	Barron4841
arbitrary	unreasonable or capricious; random; tyrannical; Ex. arbitrary ruler	Barron4841
arbitrate	act as judge   (at the request of both sides)	Barron4841
arboretum	place where different trees and shrubs are studied and exhibited	Barron4841
arboreal	of or living in trees	Barron4841
arcade	a covered passageway usually lined with shops	Barron4841
arcane	esoteric; secret; mysterious; known only to the initiated; Ex. arcane ritual; Ex. arcane process closed to the uninitiated listener	Barron4841
archaeology	study of artifacts and relics of early mankind	Barron4841
archaic	antiquated; no longer used; belonging to the past; N.	Barron4841
archetype	prototype; primitive pattern	Barron4841
arch-	chief; first; Ex. archbishop	Barron4841
archipelago	group of closely located islands	Barron4841
archives	public records; place where public records are kept	Barron4841
ardor	heat; passion; zeal; ADJ. ardent	Barron4841
arduous	hard; strenuous; Ex. arduous work	Barron4841
argot	slang; speech spoken by only a small group of people	Barron4841
aria	operatic solo; a song sung by one person in an opera or oratorio	Barron4841
arid	  (of land) dry; barren; unproductive	Barron4841
aristocracy	hereditary nobility; privileged class; government by nobility; N. aristocrat	Barron4841
armada	fleet of warships	Barron4841
aromatic	fragrant; having a sweet smell; N. aroma: strong pleasant smell	Barron4841
arraign	charge in court; indict	Barron4841
array	marshal; draw up in order; arrange in order; clothe splendidly; adorn; N: fine clothes; ordered group; Ex. in battle array	Barron4841
arrears	being in debt; money that should have been paid; work that should have been done	Barron4841
arrhythmic	lacking rhythm or regularity; N. arrhythmia	Barron4841
arrogance	pride; haughtiness; ADJ. arrogant: unpleasantly self-important   (with a strong confidence in one'own importance and a lack of respect for other people)	Barron4841
arroyo	gully; narrow channel formed by rainwater	Barron4841
artery	blood-vessel; CF. vein	Barron4841
articulate	effective; distinct; expressing ideas clearly; having clear sounds; having joints; Ex. articulate speech; V: express thoughts and feeling clearly; pronounce clearly; unite by joints	Barron4841
arsenal	storage place for military equipment	Barron4841
artifacts	object made by human beings, either hand-made or mass-produced	Barron4841
artifice	deception; trickery	Barron4841
artisan	a manually skilled worker	Barron4841
artless	without guile; open and honest	Barron4841
ascendancy	controlling influence; position of controlling influence; CF. in the ascendant	Barron4841
ascertain	find out for certain; make certain	Barron4841
ascetic	practicing self-denial; avoiding physical pleasures and comforts; austere; Ex. ascetic life of Buddhist monks; N. asceticism	Barron4841
ascribe	refer; attribute; assign	Barron4841
aseptic	preventing infection; having a cleansing effect	Barron4841
ashen	ash-colored; deadly pale	Barron4841
asinine	stupid; Ex. asinine remarks	Barron4841
askance	with a sideways or indirect look   (with disapproval or distruct); Ex. look askance at	Barron4841
askew	crookedly; slanted; at an angle	Barron4841
asperity	sharpness; roughness; severity   (of temper or weather); Ex. asperities of a Russian winter	Barron4841
aspersion	slanderous remark; Ex. cast aspersions on	Barron4841
aspirant	seeker after position or status	Barron4841
aspire	seek to attain   (position or status); long for; Ex. aspire to become president; Ex. aspire to/after the leadership	Barron4841
assail	assault	Barron4841
assay	analyze   (to discover what materials are present); evaluate   (soil or ore)	Barron4841
assent	agree; accept; N. assessment	Barron4841
assert	state strongly or positively; demand recognition of   (rights, claims, etc.); make a claim to   (by forceful action); Ex. assert one'independence	Barron4841
assiduous	diligent	Barron4841
assimilate	absorb; take   (food) into the body and digest it; understand   (knowledge) completely and be able to use properly; cause to become homogeneous   (the people of a country or race in the wasy of behaving or thinking)	Barron4841
assuage	mak less severe; ease or lessen   (pain); satisfy   (hunger); soothe   (anger)	Barron4841
assumption	something taken for granted; the taking over or taking possession of; Ex. her assumption of power; V. assume	Barron4841
regent	a person who governs in place of a ruler who is ill, absent, or still a child; ADJ. Ex. the Prince regent	Barron4841
assurance	firm statement that something is certainly true; promise or pledge; certainty; confidence in one'own ability; self-confidence; Ex. In spite of all his assurances, he did not come back; Ex. assurance of his loyalty; Ex. The teacher lacked assurance in fron of his class; V. assure; tell firmly with confidence; ensure; make   (something) certain to heappen; make   (someone) feel sure; give confidence to; ADJ. assured: self-assured; confident in one'own ability; showing certainty	Barron4841
asteroid	small planet	Barron4841
astigmatism	eye defect which prevents proper focus; OP. stigmatism	Barron4841
astral	relating to the stars	Barron4841
astringent	binding; causing contraction   (stopping bleeding); harsh or severe; stringent; Ex. astringent criticism	Barron4841
astronomical	enormously large or extensive	Barron4841
astute	wise; shrewd; keen; seeing quickly something that is to one'advantage	Barron4841
asunder	into parts; apart; V. sunder	Barron4841
asylum	place of refuge or shelter; protection   (religious or political)	Barron4841
asymmetric	not identical on both sides of a dividing central line	Barron4841
atavism	resemblance to remote ancestors rather than to parents; reversion to an earlier type; throwback; ADJ. atavistic	Barron4841
atheistic	denying the existence of God; N. atheism	Barron4841
atone	make amends for; pay for; Ex. atone for	Barron4841
atrocity	brutal deed; ADJ. atrocious	Barron4841
atrophy	wasting away; V: weaken and lose flesh and muscle   (through lack of blood or lack of use)	Barron4841
attentive	alert and watchful; listening carefully; paying attention; considerate; thoughtful; politely helpful; Ex. attentive audience; Ex. He was attentive to the old lady; N. attentions: act of courtesy and consideration	Barron4841
attenuate	make thin; weaken	Barron4841
attest	testify; bear witness	Barron4841
attribute	essential quality; V: ascribe; explain	Barron4841
attrition	rubbing away by friction; gradual decrease in numbers or strength; reduction in the work force without firing employees; wearing away of opposition by means of harassment; Ex. a war of attrition	Barron4841
atypical	not normal; not typical	Barron4841
audacious	daring; bold; N. audacity	Barron4841
audit	examination of accounts of a business; official examination; V.	Barron4841
augment	increase; add to	Barron4841
augury	omen; prophecy; sign of coming events; V. augur: predict; foretell; be a sign of   (something in future)	Barron4841
august	impressive; majestic	Barron4841
aureole	sun'corona; halo; bright circle of light	Barron4841
auroral	pertaining to the aurora borealis; CF. aurora australis	Barron4841
auspicious	favoring success; giving signs of future success; Cf. auspices	Barron4841
austere	forbiddingly stern; ascetic; without comfort or enjoyment; severely simple and unornamented; Ex. a monk'austere life; Ex. austere grandeur of the cathedral; N. austerity	Barron4841
authenticate	prove genuine	Barron4841
authoritarian	subordinating the individual to the state; completely dominating another'will; Ex. authoritarian regime/father	Barron4841
authoritative	having the weight of authority; regarded as providing knowledge that can be trusted; reliable; peremptory and dictatorial; Ex. authoritative dictionary/manner; CF. definitive	Barron4841
autocratic	having absolute unchecked power; dictatorial; N. autocrat, autocracy	Barron4841
automaton	mechanism that imitates actions of humans; machine that works by itself	Barron4841
autonomous	self-governing; N. autonomy	Barron4841
autopsy	examination of a dead body; postmortem; V.	Barron4841
auxiliary	offering or providing help; additional or subsidiary; N: helper; assistant	Barron4841
avalanche	great mass of falling snow and ice	Barron4841
avarice	greediness for wealth	Barron4841
avenge	take vengence for something or on behalf of someone; Ex. They avenged his death by burning the village; Ex. He swore to avenge his brother; Ex. They avenged themselves on their enemy.	Barron4841
aver	state confidently; declare as true	Barron4841
averse	reluctant; disinclined; not liking or opposed; Ex. averse to cats/doing the house work	Barron4841
aversion	firm dislike	Barron4841
avert	prevent; avoid; turn away   (eyes or thought); Ex. An accident was averted by his quick thinking; Ex. She averted her eyes from the terrible sight.	Barron4841
aviary	enclosure for birds; large cage	Barron4841
avid	greedy; extremely eager for; Ex. avid learner; N. avidity	Barron4841
avocation	secondary or minor occupation	Barron4841
avow	declare openly; N. avowal	Barron4841
avuncular	of or like an uncle	Barron4841
awe	solemn wonder; feeling of respect mixed with wonder and fear; V: fill with awe; ADJ. awesome	Barron4841
awful	terrible; very bad	Barron4841
awl	pointed tool used for piercing	Barron4841
awry	distorted; crooked; bent; Ex. Our plans have gone awry.	Barron4841
axiom	self-evident truth requiring no proof	Barron4841
azure	sky blue	Barron4841
babble	chatter idly or foolishly; make continuous sounds like water running gently over rounded stone; N.	Barron4841
bacchanalian	drunken	Barron4841
bacchanal	noisy party with a lot of drinking	Barron4841
Bacchanalia	the ancient Roman festival in honor of Bacchus	Barron4841
badger	pester; annoy continually with demands; persuade by asking again and again; Ex. The children badgered me into taking them into the cinema; N: a kind of mountain animal	Barron4841
badinage	teasing conversation; banter; joking talk	Barron4841
baffle	frustrate; perplex	Barron4841
bait	harass; tease; torment; Ex. badger baiting; N: food or other lure used to catch fish or trap animals	Barron4841
baleful	evil; malignant in intent or effect; deadly; having a malign influence; portending evil; ominous; threatening; Ex. baleful look	Barron4841
balk	stop short, as if faced with an obstacle, and refuse to continue; foil; stop or get in the way of; frustrate	Barron4841
ballast	heavy substance used to add stability or weight; V. supply with ballast	Barron4841
balm	something that relieves pain; oily liquid with a pleasant smell from trees	Barron4841
pang	sudden sharp feeling of pain	Barron4841
balmy	soft and mild   (of air); fragrant	Barron4841
banal	hackneyed; commonplace; trite; lacking originality; clich\'ed	Barron4841
bandy	discuss lightly or glibly; discuss in a frivolous manner; exchange   (words) heatedly; quarrel; Ex. bandy words with	Barron4841
bane	posion; cause of ruin; ADJ. baneful: harmful; poisonous	Barron4841
bantering	joking talk; good-naturedly ridiculing; N.V. banter	Barron4841
barb	sharp projection from fishhook, arrow, or other object; openly cutting remark	Barron4841
bard	poet	Barron4841
barefaced	shameless and noticeable; blatant; bold; unconcealed; having no covering on the face; Ex. barefaced lie	Barron4841
unregenerate	making no attempt to change one'bad practices	Barron4841
baroque	highly ornate	Barron4841
barrage	barrier laid down by artillery fire; overwhelming profusion; large number of questions or statements; Ex. a barrage of criticism	Barron4841
barrister	counselor-at-law or lawyer in the higher court of law; CF. bar	Barron4841
solicitor	lawyer in the lower court of law	Barron4841
barterer	trader; V. barter: trade; exchange good for other goods rather than money	Barron4841
bask	luxuriate; take pleasure in warmth	Barron4841
luxuriate	take pleasure in great comfort	Barron4841
bastion	stronghold; something seen as a source of protection; Ex. the last bastion of male chauvinism	Barron4841
bate	let down; lessen the force of; moderate; restrain; Ex. with bated breath; CF. abate	Barron4841
bauble	trinket; cheap jewel; trifle	Barron4841
bawdy	indecent; obscene; about sex in a rude funny way; CF. bawd	Barron4841
beatific	giving or showing bliss; blissful	Barron4841
bliss	complete happiness; ADJ. blissful	Barron4841
beatitude	blessedness; state of great happiness	Barron4841
mystic	of hidden meaning and spiritual power; Ex. mystic ceremonies; N. CF. mysticism	Barron4841
bedizen	dress with vulgar finery	Barron4841
finery	beautiful clothes for a special occasion	Barron4841
bedraggle	wet thoroughly; ADJ. bedraggled: draggled	Barron4841
beeline	direct quick route	Barron4841
befuddle	confuse thoroughly	Barron4841
fuddle	make stupid or confused as with alcholic drink; N. in a fuddle: confused	Barron4841
beget	father; become the father of; produce; give rise to	Barron4841
begrudge	envy; give or allow unwillingly; grudge; Ex. We shouldn't begrudge him his success.	Barron4841
grudge	deep feeling of dislike; Ex. grudge fight; V.	Barron4841
beguile	deceive; mislead or delude; cheat; pass time pleasantly; charm or attract; Ex. beguiling smile	Barron4841
behemoth	huge creature; something of monstrous size or power	Barron4841
beholden	obligated; indebted; owing thanks; obliged or indebted from gratitude	Barron4841
behoove  (behove)	be suited to; be incumbent upon; be right and necessary; Ex. It behooves one to do.	Barron4841
belabor	harp on; dwell on tediously; explain or go over excessively or to a ridiculous degree; assail verbally; beat severely; attack physically	Barron4841
belated	delayed	Barron4841
beleaguer	besiege or attack   (with an army); harass; beset	Barron4841
