dally	Definition -> Word	117	GMAT
dank	Definition -> Word	38	GMAT
dauntless	Definition -> Word	124	GMAT
dearth	Definition -> Word	97	GMAT
debauchery	Definition -> Word	212	GMAT
debilitate	Definition -> Word	10	GMAT
debonair	Definition -> Word	120	GMAT
decadence	Definition -> Word	113	GMAT
defame	Definition -> Word	16	GMAT
defection	Definition -> Word	115	GMAT
deferential	Definition -> Word	119	GMAT
deficiency	Definition -> Word	188	GMAT
degeneracy	Definition -> Word	114	GMAT
deign	Definition -> Word	158	GMAT
delineate	Definition -> Word	161	GMAT
delusion	Definition -> Word	141	GMAT
demise	Definition -> Word	109	GMAT
denigrate	Definition -> Word	102	GMAT
deride	Definition -> Word	151	GMAT
derogatory	Definition -> Word	89	GMAT
desist	Definition -> Word	98	GMAT
desolate	Definition -> Word	166	GMAT
Despotism	Definition -> Word	18	GMAT
destitute	Definition -> Word	172	GMAT
desultory	Definition -> Word	46	GMAT
devoid	Definition -> Word	155	GMAT
dichotomy	Definition -> Word	64	GMAT
Dictum	Definition -> Word	126	GMAT
didactic	Definition -> Word	8	GMAT
diffidence	Definition -> Word	34	GMAT
diligence	Definition -> Word	165	GMAT
dirge	Definition -> Word	100	GMAT
disarray	Definition -> Word	135	GMAT
disavow	Definition -> Word	103	GMAT
discerning	Definition -> Word	171	GMAT
discomfit	Definition -> Word	148	GMAT
discord	Definition -> Word	66	GMAT
discreet	Definition -> Word	63	GMAT
Discretionary spending	Definition -> Word	56	GMAT
disdain	Definition -> Word	123	GMAT
disparage	Definition -> Word	163	GMAT
disparity	Definition -> Word	153	GMAT
disputatious	Definition -> Word	2	GMAT
dissemble	Definition -> Word	78	GMAT
disseminate	Definition -> Word	76	GMAT
dissonance	Definition -> Word	136	GMAT
divergence	Definition -> Word	152	GMAT
docile	Definition -> Word	57	GMAT
doggerel	Definition -> Word	42	GMAT
dormant	Definition -> Word	111	GMAT
dubious	Definition -> Word	129	GMAT
dysentery	Definition -> Word	196	GMAT
eradicate	Definition -> Word	197	GMAT
feasibility	Definition -> Word	60	GMAT
forgery	Definition -> Word	193	GMAT
fortify	Definition -> Word	190	GMAT
hair's-breadth	Definition -> Word	131	GMAT
hallucination	Definition -> Word	142	GMAT
in conjunction with	Definition -> Word	179	GMAT
influenza	Definition -> Word	194	GMAT
lucrative	Definition -> Word	178	GMAT
make off	Definition -> Word	144	GMAT
meteorite	Definition -> Word	175	GMAT
midwifery	Definition -> Word	51	GMAT
pediatrician	Definition -> Word	53	GMAT
polio	Definition -> Word	198	GMAT
pollinate	Definition -> Word	192	GMAT
rally	Definition -> Word	185	GMAT
recession	Definition -> Word	55	GMAT
Rehabilitation	Definition -> Word	184	GMAT
remuneration	Definition -> Word	52	GMAT
repercussion	Definition -> Word	199	GMAT
salivate	Definition -> Word	186	GMAT
scarcity	Definition -> Word	174	GMAT
seniority	Definition -> Word	180	GMAT
solemn	Definition -> Word	189	GMAT
subtaintial proportion	Definition -> Word	177	GMAT
Tuberculosis	Definition -> Word	195	GMAT
turnover	Definition -> Word	54	GMAT
